SKU,DateKey,CustomerKey,ShippingKey,SupplierKey,InspectionKey,ProductsSold,RevenueGenerated,StockLevels,OrderQuantities,LeadTimes,ShippingTimes,ShippingCosts,ManufacturingLeadtime,ManufacturingCosts,DefectRates,ProductionVolumes,Costs,TransactionDate,PlannedShipDate,ActualShipDate,DeliveryStatus,UnitSalesPrice,UnitCOGS,UnfulfilledQty,StockoutFlag ,StockoutRate_PCT,StockoutRiskLevel,ForecastedSales,ActualSales,ForecastAccuracy
SKU19,639,3,16,20,2,23,314.07,106,67,11,3,4.74,16,82.37,3.65,694,477.31,1/1/2024 0:00,1/31/2024 0:00,1/3/2024 0:00,Early,10.14,17.97,0,0,0.00,No Risk,67,23,0.34
SKU19,670,3,16,20,2,22,300.41,72,24,11,3,4.74,16,82.37,3.65,694,477.31,1/1/2024 0:00,1/28/2024 0:00,1/3/2024 0:00,Early,1197.22,2.73,0,0,0.00,No Risk,24,22,0.92
SKU19,700,3,16,20,2,25,341.38,146,26,11,3,4.74,16,82.37,3.65,694,477.31,2/1/2024 0:00,3/2/2024 0:00,2/3/2024 0:00,Early,10.14,6.71,0,0,0.00,No Risk,26,25,0.96
SKU19,731,3,16,20,2,13,177.52,83,32,11,3,4.74,16,82.37,3.65,694,477.31,2/1/2024 0:00,2/28/2024 0:00,2/3/2024 0:00,Early,1197.22,1.77,0,0,0.00,No Risk,32,13,0.41
SKU19,762,3,16,20,2,12,163.86,60,75,11,3,4.74,16,82.37,3.65,694,477.31,3/1/2024 0:00,3/31/2024 0:00,3/3/2024 0:00,Early,10.14,7.29,15,1,20.00,Low,75,12,0.16
SKU19,790,3,16,20,2,19,259.45,105,79,11,3,4.74,16,82.37,3.65,694,477.31,3/1/2024 0:00,3/28/2024 0:00,3/3/2024 0:00,Early,1197.22,5.46,0,0,0.00,No Risk,79,19,0.24
SKU19,821,3,16,20,2,18,245.79,93,36,11,3,4.74,16,82.37,3.65,694,477.31,4/1/2024 0:00,5/1/2024 0:00,4/3/2024 0:00,Early,10.14,6.71,0,0,0.00,No Risk,36,18,0.50
SKU19,851,3,16,20,2,20,273.1,62,46,11,3,4.74,16,82.37,3.65,694,477.31,4/1/2024 0:00,4/28/2024 0:00,4/3/2024 0:00,Early,1197.22,2.09,0,0,0.00,No Risk,46,20,0.43
SKU19,882,3,16,20,2,12,163.86,94,58,11,3,4.74,16,82.37,3.65,694,477.31,5/1/2024 0:00,5/31/2024 0:00,5/3/2024 0:00,Early,10.14,20.96,0,0,0.00,No Risk,58,12,0.21
SKU19,912,3,16,20,2,24,327.72,34,73,11,3,4.74,16,82.37,3.65,694,477.31,5/1/2024 0:00,5/28/2024 0:00,5/3/2024 0:00,Early,1197.22,11.83,39,1,53.42,High,73,24,0.33
SKU19,943,3,16,20,2,10,136.55,66,43,11,3,4.74,16,82.37,3.65,694,477.31,6/1/2024 0:00,7/1/2024 0:00,6/3/2024 0:00,Early,10.14,5.35,0,0,0.00,No Risk,43,10,0.23
SKU19,974,3,16,20,2,19,259.45,55,27,11,3,4.74,16,82.37,3.65,694,477.31,6/1/2024 0:00,6/28/2024 0:00,6/3/2024 0:00,Early,1197.22,3.73,0,0,0.00,No Risk,27,19,0.70
SKU19,1004,3,16,20,2,16,218.48,39,73,11,3,4.74,16,82.37,3.65,694,477.31,7/1/2024 0:00,7/31/2024 0:00,7/3/2024 0:00,Early,10.14,11.43,34,1,46.58,Medium,73,16,0.22
SKU19,1035,3,16,20,2,19,259.45,133,83,11,3,4.74,16,82.37,3.65,694,477.31,7/1/2024 0:00,7/28/2024 0:00,7/3/2024 0:00,Early,1197.22,4.58,0,0,0.00,No Risk,83,19,0.23
SKU19,1065,3,16,20,2,17,232.14,128,53,11,3,4.74,16,82.37,3.65,694,477.31,8/1/2024 0:00,8/31/2024 0:00,8/3/2024 0:00,Early,10.14,6.45,0,0,0.00,No Risk,53,17,0.32
SKU19,1096,3,16,20,2,16,218.48,23,26,11,3,4.74,16,82.37,3.65,694,477.31,8/1/2024 0:00,8/28/2024 0:00,8/3/2024 0:00,Early,1197.22,3.02,3,1,11.54,Low,26,16,0.62
SKU19,1127,3,16,20,2,18,245.79,101,68,11,3,4.74,16,82.37,3.65,694,477.31,9/1/2024 0:00,10/1/2024 0:00,9/3/2024 0:00,Early,10.14,13.97,0,0,0.00,No Risk,68,18,0.26
SKU19,1156,3,16,20,2,20,273.1,114,22,11,3,4.74,16,82.37,3.65,694,477.31,9/1/2024 0:00,9/28/2024 0:00,9/3/2024 0:00,Early,1197.22,2.25,0,0,0.00,No Risk,22,20,0.91
SKU19,1187,3,16,20,2,21,286.76,134,61,11,3,4.74,16,82.37,3.65,694,477.31,10/1/2024 0:00,10/31/2024 0:00,10/3/2024 0:00,Early,10.14,5.19,0,0,0.00,No Risk,61,21,0.34
SKU19,1217,3,16,20,2,12,163.86,74,69,11,3,4.74,16,82.37,3.65,694,477.31,10/1/2024 0:00,10/28/2024 0:00,10/3/2024 0:00,Early,1197.22,2.41,0,0,0.00,No Risk,69,12,0.17
SKU19,1248,3,16,20,2,16,218.48,10,51,11,3,4.74,16,82.37,3.65,694,477.31,11/1/2024 0:00,12/1/2024 0:00,11/3/2024 0:00,Early,10.14,31.44,41,1,80.39,Critical,51,16,0.31
SKU19,1278,3,16,20,2,21,286.76,35,73,11,3,4.74,16,82.37,3.65,694,477.31,11/1/2024 0:00,11/28/2024 0:00,11/3/2024 0:00,Early,1197.22,1.82,38,1,52.05,High,73,21,0.29
SKU19,1309,3,16,20,2,17,232.14,147,75,11,3,4.74,16,82.37,3.65,694,477.31,12/1/2024 0:00,12/31/2024 0:00,12/3/2024 0:00,Early,10.14,33.54,0,0,0.00,No Risk,75,17,0.23
SKU19,1340,3,16,20,2,17,232.14,62,43,11,3,4.74,16,82.37,3.65,694,477.31,12/1/2024 0:00,12/28/2024 0:00,12/3/2024 0:00,Early,1197.22,3.64,0,0,0.00,No Risk,43,17,0.40
SKU19,1370,3,16,20,2,22,300.41,79,96,11,3,4.74,16,82.37,3.65,694,477.31,1/1/2025 0:00,1/31/2025 0:00,1/3/2025 0:00,Early,10.14,11.98,17,1,17.71,Low,96,22,0.23
SKU19,1401,3,16,20,2,23,314.07,87,80,11,3,4.74,16,82.37,3.65,694,477.31,1/1/2025 0:00,1/28/2025 0:00,1/3/2025 0:00,Early,1197.22,4.44,0,0,0.00,No Risk,80,23,0.29
SKU19,1431,3,16,20,2,10,136.55,29,73,11,3,4.74,16,82.37,3.65,694,477.31,2/1/2025 0:00,3/3/2025 0:00,2/3/2025 0:00,Early,10.14,7.51,44,1,60.27,High,73,10,0.14
SKU19,1462,3,16,20,2,23,314.07,102,42,11,3,4.74,16,82.37,3.65,694,477.31,2/1/2025 0:00,2/28/2025 0:00,2/3/2025 0:00,Early,1197.22,1.51,0,0,0.00,No Risk,42,23,0.55
SKU19,1493,3,16,20,2,25,341.38,111,21,11,3,4.74,16,82.37,3.65,694,477.31,3/1/2025 0:00,3/31/2025 0:00,3/3/2025 0:00,Early,10.14,8.67,0,0,0.00,No Risk,21,25,0.81
SKU19,1521,3,16,20,2,16,218.48,83,85,11,3,4.74,16,82.37,3.65,694,477.31,3/1/2025 0:00,3/28/2025 0:00,3/3/2025 0:00,Early,1197.22,1.43,2,1,2.35,Low,85,16,0.19
SKU20,1,3,17,21,3,17,431.8,149,28,12,6,8.88,6,65.69,4.23,309,493.87,1/1/2021 0:00,1/24/2021 0:00,1/4/2021 0:00,Early,15.32,18.34,0,0,0.00,No Risk,28,17,0.61
SKU20,32,3,17,21,3,18,457.2,104,18,12,6,8.88,6,65.69,4.23,309,493.87,2/1/2021 0:00,2/24/2021 0:00,2/4/2021 0:00,Early,15.32,4.78,0,0,0.00,No Risk,18,18,1.00
SKU20,60,3,17,21,3,25,635,20,83,12,6,8.88,6,65.69,4.23,309,493.87,3/1/2021 0:00,3/24/2021 0:00,3/4/2021 0:00,Early,15.32,6.65,63,1,75.90,Critical,83,25,0.30
SKU20,91,3,17,21,3,19,482.6,36,26,12,6,8.88,6,65.69,4.23,309,493.87,4/1/2021 0:00,4/24/2021 0:00,4/4/2021 0:00,Early,15.32,5.39,0,0,0.00,No Risk,26,19,0.73
SKU20,121,3,17,21,3,13,330.2,26,59,12,6,8.88,6,65.69,4.23,309,493.87,5/1/2021 0:00,5/24/2021 0:00,5/4/2021 0:00,Early,15.32,9.36,33,1,55.93,High,59,13,0.22
SKU20,152,3,17,21,3,20,508,101,48,12,6,8.88,6,65.69,4.23,309,493.87,6/1/2021 0:00,6/24/2021 0:00,6/4/2021 0:00,Early,15.32,6.03,0,0,0.00,No Risk,48,20,0.42
SKU20,182,3,17,21,3,22,558.8,37,50,12,6,8.88,6,65.69,4.23,309,493.87,7/1/2021 0:00,7/24/2021 0:00,7/4/2021 0:00,Early,15.32,41.69,13,1,26.00,Medium,50,22,0.44
SKU20,213,3,17,21,3,23,584.2,59,19,12,6,8.88,6,65.69,4.23,309,493.87,8/1/2021 0:00,8/24/2021 0:00,8/4/2021 0:00,Early,15.32,8.04,0,0,0.00,No Risk,19,23,0.79
SKU20,244,3,17,21,3,30,762,69,21,12,6,8.88,6,65.69,4.23,309,493.87,9/1/2021 0:00,9/24/2021 0:00,9/4/2021 0:00,Early,15.32,7.52,0,0,0.00,No Risk,21,30,0.57
SKU20,274,3,17,21,3,17,431.8,31,88,12,6,8.88,6,65.69,4.23,309,493.87,10/1/2021 0:00,10/24/2021 0:00,10/4/2021 0:00,Early,15.32,13.9,57,1,64.77,High,88,17,0.19
SKU20,305,3,17,21,3,24,609.6,79,24,12,6,8.88,6,65.69,4.23,309,493.87,11/1/2021 0:00,11/24/2021 0:00,11/4/2021 0:00,Early,15.32,4.93,0,0,0.00,No Risk,24,24,1.00
SKU20,335,3,17,21,3,10,254,130,37,12,6,8.88,6,65.69,4.23,309,493.87,12/1/2021 0:00,12/24/2021 0:00,12/4/2021 0:00,Early,15.32,5.04,0,0,0.00,No Risk,37,10,0.27
SKU20,366,3,17,21,3,31,787.4,101,13,12,6,8.88,6,65.69,4.23,309,493.87,1/1/2022 0:00,1/24/2022 0:00,1/4/2022 0:00,Early,15.32,5.27,0,0,0.00,No Risk,13,31,-0.38
SKU20,397,3,17,21,3,19,482.6,101,45,12,6,8.88,6,65.69,4.23,309,493.87,2/1/2022 0:00,2/24/2022 0:00,2/4/2022 0:00,Early,15.32,5.04,0,0,0.00,No Risk,45,19,0.42
SKU20,425,3,17,21,3,16,406.4,29,74,12,6,8.88,6,65.69,4.23,309,493.87,3/1/2022 0:00,3/24/2022 0:00,3/4/2022 0:00,Early,15.32,41.69,45,1,60.81,High,74,16,0.22
SKU20,456,3,17,21,3,18,457.2,21,56,12,6,8.88,6,65.69,4.23,309,493.87,4/1/2022 0:00,4/24/2022 0:00,4/4/2022 0:00,Early,15.32,6.2,35,1,62.50,High,56,18,0.32
SKU20,486,3,17,21,3,24,609.6,18,90,12,6,8.88,6,65.69,4.23,309,493.87,5/1/2022 0:00,5/24/2022 0:00,5/4/2022 0:00,Early,15.32,15.81,72,1,80.00,Critical,90,24,0.27
SKU20,517,3,17,21,3,16,406.4,30,48,12,6,8.88,6,65.69,4.23,309,493.87,6/1/2022 0:00,6/24/2022 0:00,6/4/2022 0:00,Early,15.32,10.66,18,1,37.50,Medium,48,16,0.33
SKU20,547,3,17,21,3,20,508,19,47,12,6,8.88,6,65.69,4.23,309,493.87,7/1/2022 0:00,7/24/2022 0:00,7/4/2022 0:00,Early,15.32,9.17,28,1,59.57,High,47,20,0.43
SKU20,578,3,17,21,3,16,406.4,146,53,12,6,8.88,6,65.69,4.23,309,493.87,8/1/2022 0:00,8/24/2022 0:00,8/4/2022 0:00,Early,15.32,9.17,0,0,0.00,No Risk,53,16,0.30
SKU20,609,3,17,21,3,21,533.4,129,60,12,6,8.88,6,65.69,4.23,309,493.87,9/1/2022 0:00,9/24/2022 0:00,9/4/2022 0:00,Early,15.32,5.46,0,0,0.00,No Risk,60,21,0.35
SKU20,639,3,17,21,3,14,355.6,39,94,12,6,8.88,6,65.69,4.23,309,493.87,10/1/2022 0:00,10/24/2022 0:00,10/4/2022 0:00,Early,15.32,14.33,55,1,58.51,High,94,14,0.15
SKU20,670,3,17,21,3,23,584.2,90,35,12,6,8.88,6,65.69,4.23,309,493.87,11/1/2022 0:00,11/24/2022 0:00,11/4/2022 0:00,Early,15.32,9.76,0,0,0.00,No Risk,35,23,0.66
SKU20,700,3,17,21,3,22,558.8,71,45,12,6,8.88,6,65.69,4.23,309,493.87,12/1/2022 0:00,12/24/2022 0:00,12/4/2022 0:00,Early,15.32,8.65,0,0,0.00,No Risk,45,22,0.49
SKU20,731,3,17,21,3,23,584.2,108,78,12,6,8.88,6,65.69,4.23,309,493.87,1/1/2023 0:00,1/24/2023 0:00,1/4/2023 0:00,Early,15.32,6.03,0,0,0.00,No Risk,78,23,0.29
SKU20,762,3,17,21,3,26,660.4,26,10,12,6,8.88,6,65.69,4.23,309,493.87,2/1/2023 0:00,2/24/2023 0:00,2/4/2023 0:00,Early,15.32,6.46,0,0,0.00,No Risk,10,26,-0.60
SKU20,790,3,17,21,3,18,457.2,78,62,12,6,8.88,6,65.69,4.23,309,493.87,3/1/2023 0:00,3/24/2023 0:00,3/4/2023 0:00,Early,15.32,21.84,0,0,0.00,No Risk,62,18,0.29
SKU20,821,3,17,21,3,13,330.2,139,15,12,6,8.88,6,65.69,4.23,309,493.87,4/1/2023 0:00,4/24/2023 0:00,4/4/2023 0:00,Early,15.32,11.76,0,0,0.00,No Risk,15,13,0.87
SKU20,851,3,17,21,3,17,431.8,77,46,12,6,8.88,6,65.69,4.23,309,493.87,5/1/2023 0:00,5/24/2023 0:00,5/4/2023 0:00,Early,15.32,4.78,0,0,0.00,No Risk,46,17,0.37
SKU20,882,3,17,21,3,18,457.2,16,11,12,6,8.88,6,65.69,4.23,309,493.87,6/1/2023 0:00,6/24/2023 0:00,6/4/2023 0:00,Early,15.32,6.2,0,0,0.00,No Risk,11,18,0.36
SKU20,912,3,17,21,3,14,355.6,83,78,12,6,8.88,6,65.69,4.23,309,493.87,7/1/2023 0:00,7/24/2023 0:00,7/4/2023 0:00,Early,15.32,9.17,0,0,0.00,No Risk,78,14,0.18
SKU20,943,3,17,21,3,20,508,137,99,12,6,8.88,6,65.69,4.23,309,493.87,8/1/2023 0:00,8/24/2023 0:00,8/4/2023 0:00,Early,15.32,15.81,0,0,0.00,No Risk,99,20,0.20
SKU20,974,3,17,21,3,20,508,146,50,12,6,8.88,6,65.69,4.23,309,493.87,9/1/2023 0:00,9/24/2023 0:00,9/4/2023 0:00,Early,15.32,30.57,0,0,0.00,No Risk,50,20,0.40
SKU20,1004,3,17,21,3,32,812.8,87,60,12,6,8.88,6,65.69,4.23,309,493.87,10/1/2023 0:00,10/24/2023 0:00,10/4/2023 0:00,Early,15.32,5.46,0,0,0.00,No Risk,60,32,0.53
SKU20,1035,3,17,21,3,22,558.8,73,56,12,6,8.88,6,65.69,4.23,309,493.87,11/1/2023 0:00,11/24/2023 0:00,11/4/2023 0:00,Early,15.32,35.27,0,0,0.00,No Risk,56,22,0.39
SKU20,1065,3,17,21,3,14,355.6,126,22,12,6,8.88,6,65.69,4.23,309,493.87,12/1/2023 0:00,12/24/2023 0:00,12/4/2023 0:00,Early,15.32,24.13,0,0,0.00,No Risk,22,14,0.64
SKU20,1096,3,17,21,3,14,355.6,101,85,12,6,8.88,6,65.69,4.23,309,493.87,1/1/2024 0:00,1/24/2024 0:00,1/4/2024 0:00,Early,15.32,7.64,0,0,0.00,No Risk,85,14,0.16
SKU20,1127,3,17,21,3,24,609.6,95,78,12,6,8.88,6,65.69,4.23,309,493.87,2/1/2024 0:00,2/24/2024 0:00,2/4/2024 0:00,Early,15.32,9.76,0,0,0.00,No Risk,78,24,0.31
SKU20,1156,3,17,21,3,18,457.2,50,75,12,6,8.88,6,65.69,4.23,309,493.87,3/1/2024 0:00,3/24/2024 0:00,3/4/2024 0:00,Early,15.32,45.85,25,1,33.33,Medium,75,18,0.24
SKU20,1187,3,17,21,3,25,635,100,68,12,6,8.88,6,65.69,4.23,309,493.87,4/1/2024 0:00,4/24/2024 0:00,4/4/2024 0:00,Early,15.32,26.97,0,0,0.00,No Risk,68,25,0.37
SKU20,1217,3,17,21,3,24,609.6,70,77,12,6,8.88,6,65.69,4.23,309,493.87,5/1/2024 0:00,5/24/2024 0:00,5/4/2024 0:00,Early,15.32,5.09,7,1,9.09,Low,77,24,0.31
SKU20,1248,3,17,21,3,19,482.6,70,68,12,6,8.88,6,65.69,4.23,309,493.87,6/1/2024 0:00,6/24/2024 0:00,6/4/2024 0:00,Early,15.32,4.98,0,0,0.00,No Risk,68,19,0.28
SKU20,1278,3,17,21,3,11,279.4,9,19,12,6,8.88,6,65.69,4.23,309,493.87,7/1/2024 0:00,7/24/2024 0:00,7/4/2024 0:00,Early,15.32,6.37,10,1,52.63,High,19,11,0.58
SKU20,1309,3,17,21,3,16,406.4,96,22,12,6,8.88,6,65.69,4.23,309,493.87,8/1/2024 0:00,8/24/2024 0:00,8/4/2024 0:00,Early,15.32,10.92,0,0,0.00,No Risk,22,16,0.73
SKU20,1340,3,17,21,3,23,584.2,133,11,12,6,8.88,6,65.69,4.23,309,493.87,9/1/2024 0:00,9/24/2024 0:00,9/4/2024 0:00,Early,15.32,19.11,0,0,0.00,No Risk,11,23,-0.09
SKU20,1370,3,17,21,3,29,736.6,5,99,12,6,8.88,6,65.69,4.23,309,493.87,10/1/2024 0:00,10/24/2024 0:00,10/4/2024 0:00,Early,15.32,11.46,94,1,94.95,Critical,99,29,0.29
SKU20,1401,3,17,21,3,32,812.8,76,24,12,6,8.88,6,65.69,4.23,309,493.87,11/1/2024 0:00,11/24/2024 0:00,11/4/2024 0:00,Early,15.32,15.28,0,0,0.00,No Risk,24,32,0.67
SKU20,1431,3,17,21,3,18,457.2,76,55,12,6,8.88,6,65.69,4.23,309,493.87,12/1/2024 0:00,12/24/2024 0:00,12/4/2024 0:00,Early,15.32,38.21,0,0,0.00,No Risk,55,18,0.33
SKU20,1462,3,17,21,3,15,381,1,66,12,6,8.88,6,65.69,4.23,309,493.87,1/1/2025 0:00,1/24/2025 0:00,1/4/2025 0:00,Early,15.32,6.11,65,1,98.48,Critical,66,15,0.23
SKU20,1493,3,17,21,3,22,558.8,50,19,12,6,8.88,6,65.69,4.23,309,493.87,2/1/2025 0:00,2/24/2025 0:00,2/4/2025 0:00,Early,15.32,10.42,0,0,0.00,No Risk,19,22,0.84
SKU20,1521,3,17,21,3,21,533.4,146,31,12,6,8.88,6,65.69,4.23,309,493.87,3/1/2025 0:00,3/24/2025 0:00,3/4/2025 0:00,Early,15.32,9.17,0,0,0.00,No Risk,31,21,0.68
SKU21,1,3,3,22,1,25,294.8,120,98,25,6,6.04,4,61.74,0.02,791,523.36,1/1/2021 0:00,1/29/2021 0:00,1/4/2021 0:00,Early,23.76,2.74,0,0,0.00,No Risk,98,25,0.26
SKU21,32,3,3,22,1,18,212.26,127,88,25,6,6.04,4,61.74,0.02,791,523.36,2/1/2021 0:00,3/1/2021 0:00,2/4/2021 0:00,Early,23.76,2.86,0,0,0.00,No Risk,88,18,0.20
SKU21,60,3,3,22,1,17,200.47,1,86,25,6,6.04,4,61.74,0.02,791,523.36,3/1/2021 0:00,3/29/2021 0:00,3/4/2021 0:00,Early,23.76,2.39,85,1,98.84,Critical,86,17,0.20
SKU21,91,3,3,22,1,28,330.18,50,17,25,6,6.04,4,61.74,0.02,791,523.36,4/1/2021 0:00,4/29/2021 0:00,4/4/2021 0:00,Early,23.76,3.09,0,0,0.00,No Risk,17,28,0.35
SKU21,121,3,3,22,1,20,235.84,69,30,25,6,6.04,4,61.74,0.02,791,523.36,5/1/2021 0:00,5/29/2021 0:00,5/4/2021 0:00,Early,23.76,2.9,0,0,0.00,No Risk,30,20,0.67
SKU21,152,3,3,22,1,23,271.22,19,94,25,6,6.04,4,61.74,0.02,791,523.36,6/1/2021 0:00,6/29/2021 0:00,6/4/2021 0:00,Early,23.76,2.62,75,1,79.79,Critical,94,23,0.24
SKU21,182,3,3,22,1,14,165.09,22,31,25,6,6.04,4,61.74,0.02,791,523.36,7/1/2021 0:00,7/29/2021 0:00,7/4/2021 0:00,Early,23.76,2.45,9,1,29.03,Medium,31,14,0.45
SKU21,213,3,3,22,1,22,259.43,53,54,25,6,6.04,4,61.74,0.02,791,523.36,8/1/2021 0:00,8/29/2021 0:00,8/4/2021 0:00,Early,23.76,6.51,1,1,1.85,Low,54,22,0.41
SKU21,244,3,3,22,1,20,235.84,142,49,25,6,6.04,4,61.74,0.02,791,523.36,9/1/2021 0:00,9/29/2021 0:00,9/4/2021 0:00,Early,23.76,3,0,0,0.00,No Risk,49,20,0.41
SKU21,274,3,3,22,1,20,235.84,133,31,25,6,6.04,4,61.74,0.02,791,523.36,10/1/2021 0:00,10/29/2021 0:00,10/4/2021 0:00,Early,23.76,18.87,0,0,0.00,No Risk,31,20,0.65
SKU21,305,3,3,22,1,12,141.51,135,39,25,6,6.04,4,61.74,0.02,791,523.36,11/1/2021 0:00,11/29/2021 0:00,11/4/2021 0:00,Early,23.76,1.91,0,0,0.00,No Risk,39,12,0.31
SKU21,335,3,3,22,1,24,283.01,56,71,25,6,6.04,4,61.74,0.02,791,523.36,12/1/2021 0:00,12/29/2021 0:00,12/4/2021 0:00,Early,23.76,9.93,15,1,21.13,Low,71,24,0.34
SKU21,366,3,3,22,1,21,247.63,114,82,25,6,6.04,4,61.74,0.02,791,523.36,1/1/2022 0:00,1/29/2022 0:00,1/4/2022 0:00,Early,23.76,5.9,0,0,0.00,No Risk,82,21,0.26
SKU21,397,3,3,22,1,9,106.13,148,54,25,6,6.04,4,61.74,0.02,791,523.36,2/1/2022 0:00,3/1/2022 0:00,2/4/2022 0:00,Early,23.76,3.15,0,0,0.00,No Risk,54,9,0.17
SKU21,425,3,3,22,1,19,224.05,122,44,25,6,6.04,4,61.74,0.02,791,523.36,3/1/2022 0:00,3/29/2022 0:00,3/4/2022 0:00,Early,23.76,5.72,0,0,0.00,No Risk,44,19,0.43
SKU21,456,3,3,22,1,25,294.8,35,91,25,6,6.04,4,61.74,0.02,791,523.36,4/1/2022 0:00,4/29/2022 0:00,4/4/2022 0:00,Early,23.76,8.58,56,1,61.54,High,91,25,0.27
SKU21,486,3,3,22,1,31,365.56,70,51,25,6,6.04,4,61.74,0.02,791,523.36,5/1/2022 0:00,5/29/2022 0:00,5/4/2022 0:00,Early,23.76,4.97,0,0,0.00,No Risk,51,31,0.61
SKU21,517,3,3,22,1,21,247.63,68,14,25,6,6.04,4,61.74,0.02,791,523.36,6/1/2022 0:00,6/29/2022 0:00,6/4/2022 0:00,Early,23.76,2.82,0,0,0.00,No Risk,14,21,0.50
SKU21,547,3,3,22,1,19,224.05,57,36,25,6,6.04,4,61.74,0.02,791,523.36,7/1/2022 0:00,7/29/2022 0:00,7/4/2022 0:00,Early,23.76,3.63,0,0,0.00,No Risk,36,19,0.53
SKU21,578,3,3,22,1,12,141.51,62,79,25,6,6.04,4,61.74,0.02,791,523.36,8/1/2022 0:00,8/29/2022 0:00,8/4/2022 0:00,Early,23.76,9.93,17,1,21.52,Low,79,12,0.15
SKU21,609,3,3,22,1,24,283.01,15,71,25,6,6.04,4,61.74,0.02,791,523.36,9/1/2022 0:00,9/29/2022 0:00,9/4/2022 0:00,Early,23.76,4.72,56,1,78.87,Critical,71,24,0.34
SKU21,639,3,3,22,1,20,235.84,133,41,25,6,6.04,4,61.74,0.02,791,523.36,10/1/2022 0:00,10/29/2022 0:00,10/4/2022 0:00,Early,23.76,2.27,0,0,0.00,No Risk,41,20,0.49
SKU21,670,3,3,22,1,16,188.67,77,17,25,6,6.04,4,61.74,0.02,791,523.36,11/1/2022 0:00,11/29/2022 0:00,11/4/2022 0:00,Early,23.76,1.95,0,0,0.00,No Risk,17,16,0.94
SKU21,700,3,3,22,1,22,259.43,121,94,25,6,6.04,4,61.74,0.02,791,523.36,12/1/2022 0:00,12/29/2022 0:00,12/4/2022 0:00,Early,23.76,8.21,0,0,0.00,No Risk,94,22,0.23
SKU21,731,3,3,22,1,21,247.63,1,27,25,6,6.04,4,61.74,0.02,791,523.36,1/1/2023 0:00,1/29/2023 0:00,1/4/2023 0:00,Early,23.76,4.39,26,1,96.30,Critical,27,21,0.78
SKU21,762,3,3,22,1,20,235.84,113,87,25,6,6.04,4,61.74,0.02,791,523.36,2/1/2023 0:00,3/1/2023 0:00,2/4/2023 0:00,Early,23.76,7.26,0,0,0.00,No Risk,87,20,0.23
SKU21,790,3,3,22,1,28,330.18,113,24,25,6,6.04,4,61.74,0.02,791,523.36,3/1/2023 0:00,3/29/2023 0:00,3/4/2023 0:00,Early,23.76,6.29,0,0,0.00,No Risk,24,28,0.83
SKU21,821,3,3,22,1,22,259.43,123,35,25,6,6.04,4,61.74,0.02,791,523.36,4/1/2023 0:00,4/29/2023 0:00,4/4/2023 0:00,Early,23.76,2.48,0,0,0.00,No Risk,35,22,0.63
SKU21,851,3,3,22,1,17,200.47,145,62,25,6,6.04,4,61.74,0.02,791,523.36,5/1/2023 0:00,5/29/2023 0:00,5/4/2023 0:00,Early,23.76,2.82,0,0,0.00,No Risk,62,17,0.27
SKU21,882,3,3,22,1,23,271.22,85,53,25,6,6.04,4,61.74,0.02,791,523.36,6/1/2023 0:00,6/29/2023 0:00,6/4/2023 0:00,Early,23.76,2.14,0,0,0.00,No Risk,53,23,0.43
SKU21,912,3,3,22,1,19,224.05,128,41,25,6,6.04,4,61.74,0.02,791,523.36,7/1/2023 0:00,7/29/2023 0:00,7/4/2023 0:00,Early,23.76,11.1,0,0,0.00,No Risk,41,19,0.46
SKU21,943,3,3,22,1,20,235.84,20,37,25,6,6.04,4,61.74,0.02,791,523.36,8/1/2023 0:00,8/29/2023 0:00,8/4/2023 0:00,Early,23.76,4.02,17,1,45.95,Medium,37,20,0.54
SKU21,974,3,3,22,1,14,165.09,0,48,25,6,6.04,4,61.74,0.02,791,523.36,9/1/2023 0:00,9/29/2023 0:00,9/4/2023 0:00,Early,23.76,5.39,48,1,100.00,Critical,48,14,0.29
SKU21,1004,3,3,22,1,19,224.05,131,41,25,6,6.04,4,61.74,0.02,791,523.36,10/1/2023 0:00,10/29/2023 0:00,10/4/2023 0:00,Early,23.76,2.59,0,0,0.00,No Risk,41,19,0.46
SKU21,1035,3,3,22,1,24,283.01,57,86,25,6,6.04,4,61.74,0.02,791,523.36,11/1/2023 0:00,11/29/2023 0:00,11/4/2023 0:00,Early,23.76,4.84,29,1,33.72,Medium,86,24,0.28
SKU21,1065,3,3,22,1,18,212.26,0,88,25,6,6.04,4,61.74,0.02,791,523.36,12/1/2023 0:00,12/29/2023 0:00,12/4/2023 0:00,Early,23.76,10.49,88,1,100.00,Critical,88,18,0.20
SKU21,1096,3,3,22,1,21,247.63,140,27,25,6,6.04,4,61.74,0.02,791,523.36,1/1/2024 0:00,1/29/2024 0:00,1/4/2024 0:00,Early,23.76,4.6,0,0,0.00,No Risk,27,21,0.78
SKU21,1127,3,3,22,1,24,283.01,6,79,25,6,6.04,4,61.74,0.02,791,523.36,2/1/2024 0:00,2/29/2024 0:00,2/4/2024 0:00,Early,23.76,9.44,73,1,92.41,Critical,79,24,0.30
SKU21,1156,3,3,22,1,21,247.63,50,20,25,6,6.04,4,61.74,0.02,791,523.36,3/1/2024 0:00,3/29/2024 0:00,3/4/2024 0:00,Early,23.76,1.99,0,0,0.00,No Risk,20,21,0.95
